icao,lat,lon
SBBG,-31.3908,-54.1097
SBBH,-19.8519,-43.9506
SBBI,-25.4033,-49.2336
SBBQ,-21.2672,-43.7606
SBBR,-15.8628,-47.9128
SBBT,-20.5856,-48.5958
SBBU,-22.3436,-49.0542
SBBV,2.84139,-60.6922
SBBW,-15.8608,-52.3894
SBBZ,-22.771,-41.9629
SBCA,-25.0022,-53.5019
SBCB,-22.9253,-42.0792
SBCC,-9.33708,-54.9652
SBCF,-19.6244,-43.9719
SBCG,-20.4694,-54.6703
SBCH,-27.1339,-52.6586
SBCI,-7.33361,-47.4339
SBCJ,-6.11778,-50.0042
SBCM,-28.7244,-49.4214
SBCO,-29.9456,-51.1436
SBCP,-21.7011,-41.3078
SBCR,-19.0119,-57.6714
SBCT,-25.5317,-49.1761
SBCV,-17.6506,-39.2544
SBCX,-29.1956,-51.1897
SBCY,-15.6503,-56.1175
SBCZ,-7.59944,-72.7694
SBD2,-29.8127,-55.8934
SBDN,-22.1786,-51.4189
SBE3,-22.1567,-47.7193
SBEG,-3.03917,-60.0478
SBEK,-6.23528,-57.7758
SBES,-22.8161,-42.0919
SBF0,-21.6003,-48.833
SBF1,-23.293,-48.8144
SBFC,-20.5903,-47.3825
SBFI,-25.6003,-54.485
SBFL,-27.6703,-48.5522
SBFN,-3.85028,-32.4169
SBFT,-20.2775,-49.1908
SBFU,-20.7028,-46.3353
SBFZ,-3.77583,-38.5322
SBGL,-22.81,-43.2506
SBGM,-10.7883,-65.2817
SBGO,-16.6299,-49.2266
SBGR,-23.4356,-46.4731
SBGU,-25.3881,-51.5217
SBGW,-22.7917,-45.2044
SBHT,-3.25083,-52.2522
SBI0,-20.0614,-45.5549
SBI2,-18.9865,-50.5636
SBIC,-3.12639,-58.4817
SBIH,-4.24222,-56.0008
SBIL,-14.815,-39.0333
SBIP,-19.4706,-42.4881
SBIT,-18.4447,-49.2134
SBIZ,-5.53056,-47.4583
SBJC,-1.41453,-48.4608
SBJF,-21.7931,-43.3856
SBJP,-7.14833,-34.9503
SBJR,-22.9875,-43.37
SBJU,-7.21833,-39.2717
SBJV,-26.2231,-48.7975
SBKG,-7.26917,-35.895
SBKP,-23.0069,-47.1344
SBL2,-25.5205,-49.682
SBLJ,-27.7828,-50.2806
SBLN,-21.6628,-49.7311
SBLO,-23.3303,-51.1367
SBLP,-13.2617,-43.4078
SBLS,-19.6616,-43.8982
SBM1,-22.4831,-48.5245
SBM2,-21.6329,-48.4791
SBMA,-5.36805,-49.1381
SBMC,-13.5504,-48.2004
SBMD,-0.889722,-52.6022
SBME,-22.3428,-41.7639
SBMG,-23.44,-51.9069
SBMH,-23.4794,-52.0122
SBMK,-16.705,-43.8208
SBML,-22.1956,-49.9269
SBMN,-3.14556,-59.9844
SBMO,-9.51722,-35.7836
SBMQ,0.050833,-51.0706
SBMR,-24.5294,-51.6477
SBMS,-5.19639,-37.3619
SBMT,-23.5075,-46.6344
SBMY,-5.81695,-61.2839
SBMZ,-1.73927,-52.2449
SBN0,-22.1882,-55.5778
SBN1,-20.4533,-55.7576
SBNF,-26.8803,-48.6486
SBNM,-28.2822,-54.1689
SBNT,-5.90833,-35.2492
SBOI,3.85583,-51.7967
SBPA,-29.9944,-51.1717
SBPB,-2.89389,-41.7325
SBPC,-21.8378,-46.5661
SBPF,-28.2433,-52.3289
SBPK,-31.7189,-52.3281
SBPL,-9.36667,-40.5664
SBPM,-10.29,-48.3578
SBPN,-10.7169,-48.4003
SBPP,-22.5489,-55.7031
SBPS,-16.4381,-39.0778
SBPV,-8.71361,-63.9028
SBQ3,-21.6306,-48.3929
SBQV,-14.8636,-40.8631
SBR0,-22.1573,-46.775
SBR2,-23.9224,-48.8183
SBRB,-9.86833,-67.8981
SBRF,-8.12639,-34.9228
SBRG,-32.0817,-52.1633
SBRJ,-22.91,-43.1625
SBRP,-21.1364,-47.7767
SBSC,-22.9327,-43.7193
SBSJ,-23.2289,-45.8711
SBSL,-2.58694,-44.2361
SBSM,-29.7108,-53.6922
SBSN,-2.42472,-54.7858
SBSP,-23.6258,-46.6561
SBSR,-20.8161,-49.4047
SBST,-23.928,-46.2996
SBSV,-12.9086,-38.3225
SBT1,-5.02254,-37.5159
SBTA,-23.0401,-45.516
SBTB,-1.48444,-56.3992
SBTC,-15.3533,-38.9972
SBTD,-24.6853,-53.6967
SBTE,-5.06056,-42.8244
SBTF,-3.38028,-64.7308
SBTK,-8.1575,-70.7806
SBTL,-24.3164,-50.6522
SBTS,2.22381,-55.9471
SBTT,-4.25056,-69.9378
SBTU,-3.77695,-49.7197
SBU0,-25.9815,-51.6407
SBUA,-0.147778,-66.9853
SBUF,-9.40222,-38.2542
SBUG,-29.7819,-57.0383
SBUL,-18.8836,-48.2253
SBUP,-20.7761,-51.5619
SBUR,-19.7644,-47.9661
SBV0,-21.1886,-49.9361
SBV3,-15.3771,-57.6821
SBVG,-21.5889,-45.4733
SBVH,-12.6831,-60.0953
SBVT,-20.2581,-40.2864
SBW1,-20.8471,-50.788
SBW2,-7.87652,-40.0918
SBW3,-20.675,-56.6297
SBY0,-2.52097,-44.1213
SBY3,-21.3323,-48.3162
SBYA,0.6075,-69.1858
SBYS,-21.9844,-47.3442
SBZ3,0.628269,-66.1151
SC00,34.6744,-82.0014
SC01,33.039,-81.2943
SC03,33.5571,-80.6484
SC05,32.4913,-80.6151
SC06,32.6321,-80.0923
SC07,33.6758,-80.9497
SC08,35.0501,-81.1373
SC0A,-20.7347,-69.6257
SC0B,-20.4269,-69.641
SC0C,-31.5778,-71.1108
SC10,35.1785,-81.8179
SC12,32.6721,-81.3112
SC13,33.8407,-81.1837
SC14,34.0648,-81.4248
SC15,32.6321,-80.504
SC16,34.3779,-80.0053
SC17,33.3579,-80.4598
SC19,34.1677,-80.0776
SC20,33.4843,-81.8259
SC21,33.9418,-78.8331
SC23,33.764,-81.3587
SC24,34.6717,-82.9136
SC25,34.4227,-79.8848
SC26,34.8081,-82.9986
SC27,34.101,-80.1256
SC28,33.6521,-78.9942
SC29,34.1107,-79.9015
SC32,34.6504,-82.5035
SC33,34.8243,-82.2598
SC34,34.2971,-82.6837
SC35,33.0896,-81.0082
SC36,35.1247,-82.3264
SC37,33.2718,-80.2543
SC38,33.7075,-80.0806
SC39,34.0835,-81.7532
SC40,35.0573,-81.9448
SC41,33.6661,-80.2439
SC43,34.5937,-82.399
SC44,34.1288,-80.5473
SC45,33.884,-81.3818
SC46,33.851,-81.5484
SC47,34.7614,-82.1614
SC48,33.8843,-79.9998
SC50,32.6993,-80.2278
SC51,32.7046,-80.2532
SC52,34.8123,-82.8188
SC55,33.0057,-81.0484
SC56,34.3635,-81.9932
SC57,33.8843,-80.4948
SC58,34.8471,-82.2518
SC60,33.9041,-79.684
SC61,34.6179,-80.1517
SC65,32.8238,-79.8067
SC67,34.9099,-81.0748
SC69,33.1206,-80.9508
SC70,34.725,-83.085
SC72,34.8229,-82.1482
SC74,32.4619,-80.6009
SC75,34.9982,-82.7349
SC76,34.8027,-80.6801
SC78,35.0907,-82.4954
SC79,34.6113,-80.4498
SC80,34.6678,-82.71
SC81,34.1515,-82.3537
SC82,34.5847,-82.3517
SC86,34.8646,-82.5676
SC87,33.4428,-80.4556
SC88,35.1473,-81.7943
SC89,34.475,-79.3936
SC91,33.3065,-80.8482
SC92,34.1032,-82.2818
SC93,34.366,-79.8242
SC95,33.6293,-81.3297
SC96,34.5603,-82.9353
SC97,34.7267,-82.3397
SC98,33.0543,-80.0834
SC99,33.9639,-81.3592
SCAC,-41.9039,-73.7975
SCAN,-32.8144,-70.6481
SCAP,-43.6119,-71.8047
SCAR,-18.3486,-70.3386
SCAS,-45.3992,-72.6703
SCBA,-45.9164,-71.6869
SCBE,-22.1425,-70.0658
SCBQ,-33.5594,-70.6858
SCCC,-46.5814,-71.6867
SCCF,-22.4983,-68.9036
SCCH,-36.5828,-72.0317
SCCI,-53.0036,-70.8536
SCCL,-27.0783,-70.7953
SCCT,-35.3053,-72.3903
SCCY,-45.5928,-72.1047
SCDA,-20.5353,-70.1814
SCDW,-53.6019,-70.4772
SCEC,-29.1442,-70.8878
SCEL,-33.3906,-70.7858
SCER,-32.7903,-71.5217
SCES,-26.3133,-69.7658
SCFA,-23.4444,-70.445
SCFL,-33.28,-71.3792
SCFM,-53.2536,-70.3192
SCFT,-43.1858,-71.8506
SCFX,-26.2939,-80.0962
SCGE,-37.4019,-72.4256
SCGZ,-54.9311,-67.6261
SCHA,-27.2967,-70.4136
SCHR,-47.2436,-72.5847
SCIC,-34.9669,-71.2169
SCIE,-36.7728,-73.0631
SCIM,-38.3908,-73.8694
SCIP,-27.1647,-109.422
SCIR,-33.6667,-78.9833
SCJO,-40.6114,-73.0606
SCKD,-40.4674,-72.6848
SCKP,-20.7521,-68.6808
SCLC,-33.3831,-70.5819
SCLD,-41.8667,-71.9344
SCLL,-28.5953,-70.7575
SCLN,-35.8617,-71.5486
SCM,61.8445,-165.574
SCMB,-23.5536,-70.3961
SCNE,-22.3072,-69.7114
SCNT,-51.6717,-72.5258
SCOH,-48.4692,-72.5631
SCON,-43.1367,-73.635
SCOS,-40.5472,-73.1556
SCOT,-30.6765,-71.401
SCPC,-39.2914,-71.9208
SCPE,-22.9189,-68.1628
SCPH,-44.3836,-72.5936
SCPV,-41.3492,-72.9461
SCQT,-30.0964,-71.3641
SCRA,-26.3344,-70.6036
SCRG,-34.1744,-70.7756
SCRM,-62.1908,-58.9867
SCSB,-52.7367,-69.3336
SCSE,-29.9164,-71.1994
SCSF,-32.745,-70.7042
SCSN,-33.6542,-71.6153
SCST,-42.4903,-73.7728
SCTB,-33.4569,-70.5472
SCTC,-38.7669,-72.6372
SCTE,-41.4222,-73.0939
SCTI,-33.4936,-70.6978
SCTL,-35.3783,-71.6014
SCTN,-42.9317,-72.6972
SCTO,-38.2456,-72.3486
SCTT,-25.5639,-70.3767
SCVD,-39.6494,-73.0864
SCVL,-39.7958,-73.2414
SCVM,-32.9497,-71.4786
SCVN,-30.0269,-70.7516
SD00,42.6783,-96.6989
SD01,43.9006,-98.1083
SD03,44.0505,-97.3351
SD05,45.3716,-98.4787
SD13,44.8666,-98.072
SD14,43.7333,-100.398
SD19,44.4653,-97.2225
SD21,44.3708,-101.009
SD24,44.4472,-103.395
SD25,45.4522,-99.0123
SD29,43.2444,-97.5531
SD30,44.2958,-101.189
SD31,45.7869,-101.047
SD33,45.5,-104
SD36,45.1292,-100.756
SD37,45.4961,-100.004
SD41,45.5333,-101.834
SD42,43.5666,-97.5337
SD43,44.2397,-98.0497
SD44,43.7833,-99.2576
SD46,43.8333,-96.8503
SD47,45.0028,-101.213
SD48,45.2,-102.65
SD49,45.2872,-98.0543
SD50,43.9652,-97.0298
SD53,42.9064,-96.8108
SD55,44.3158,-98.2733
SD56,44.8666,-99.6171
SD57,44.5666,-100.75
SD59,45.5333,-102.814
SD60,45.4,-102.796
SD61,43.0167,-97.867
SD62,45.25,-98.167
SD65,45.4377,-96.9998
SD66,43.9733,-101.952
SD68,43.3847,-103.431
SD71,43.1166,-103.367
SD72,44.85,-102.584
SD73,44.5208,-101.593
SD74,45.9955,-100.376
SD75,43.5911,-98.452
SD76,45.8294,-103.945
SD77,44.0003,-103.018
SD78,43.9015,-99.8789
SD79,45.2014,-99.8362
SD81,43.9314,-100.315
SD82,45.425,-96.867
SD83,44.2156,-97.6075
SD84,44.2658,-98.1204
SD88,45.3891,-102.003
SD89,43.7706,-99.2075
SD90,44.4672,-103.787
SD93,44.8642,-99.6037
SD94,44.993,-96.477
SD97,43.8778,-100.362
SD98,44.4625,-102.552
SD99,43.625,-96.7503
SDAA,-22.3369,-47.3583
SDAD,-21.6961,-51.0964
SDAI,-22.7558,-47.2686
SDAM,-22.8592,-47.1081
SDBB,-20.8972,-48.4814
SDBK,-22.9367,-48.4675
SDBP,-22.9792,-46.5375
SDBY,-22.0692,-48.7064
SDCA,-24.0325,-48.3583
SDCO,-23.4831,-47.4864
SDDN,-20.9258,-51.3839
SDDR,-21.4611,-51.6067
SDEP,-21.7756,-52.1631
SDFD,-20.2767,-50.2139
SDGC,-22.1836,-49.6561
SDIG,-21.7472,-48.8558
SDIV,-20.3753,-47.7686
SDJC,-21.23,-48.2847
SDJD,-23.1817,-46.9436
SDJL,-20.2911,-50.5444
SDJO,-20.5933,-47.8422
SDKK,-21.4878,-47.0344
SDLC,-21.7494,-51.0183
SDLL,-22.2269,-47.3822
SDLP,-22.5772,-48.7753
SDMC,-22.9181,-42.8289
SDMH,-20.8072,-49.4861
SDMJ,-22.41,-46.9053
SDNH,-21.4978,-49.2344
SDNO,-22.6961,-48.5761
SDNY,-22.7467,-43.4647
SDOL,-20.7547,-48.9111
SDOU,-22.9667,-49.9119
SDPC,-22.8719,-42.0828
SDPF,-21.8744,-47.4739
SDPN,-21.4103,-50.0319
SDPV,-21.8933,-51.8844
SDPW,-22.7106,-47.6194
SDR,-5.62407,146.459
SDRK,-22.4311,-47.5642
SDRR,-23.0931,-48.9842
SDRS,-22.4786,-44.4817
SDSC,-21.8756,-47.9033
SDSS,-22.4269,-50.6069
SDTF,-23.3319,-47.88
SDTP,-21.89,-50.5058
SDUB,-23.4414,-45.0761
SDUN,-21.2194,-41.8756
SDVG,-20.4239,-49.9886
SDXB,-16.7897,-47.6433
SDXF,-14.2992,-47.51
SDXJ,-18.4867,-53.1533
SDYW,-23.9422,-48.8833
SE0A,-2.43564,-79.3045
SE0B,-3.34094,-79.8638
SE0C,-3.20292,-79.7982
SE0D,-2.44285,-79.3989
SE0E,-0.942628,-90.953
SE0F,-2.75172,-78.2636
SEAM,-1.21222,-78.575
SECM,-1.70627,-79.3789
SECO,-0.462778,-76.9867
SECU,-2.89,-78.9833
SEGS,-0.4525,-90.2644
SEGU,-2.15833,-79.8833
SEGZ,-3.41667,-78.55
SEH,-9.96105,151.162
SEIB,0.338333,-78.1369
SELJ,-1.70438,-79.5523
SELM,-1.50158,-79.4809
SELT,-0.906944,-78.6156
SEMA,-4.37778,-79.9411
SEMC,-2.33778,-78.1361
SEMH,-3.26639,-79.9639
SEMO,-2.06667,-76.9672
SEMT,-0.946389,-80.6786
SEMX,-2.8511,-79.8036
SEMY,-1.73972,-79.6215
SENL,0.092222,-76.8692
SEPV,-1.04083,-80.4744
SEPZ,-0.953722,-79.3752
SEQ,29.5658,-97.9083
SEQU,-0.141111,-78.4881
SERB,-1.65722,-78.6522
SERO,-3.43806,-79.9769
SESA,-2.20833,-80.985
SESC,-2.47139,-78.1694
SESD,-0.233333,-79.2
SESM,-1.50833,-78.0644
SEST,-0.91,-89.6167
SESV,-0.605,-80.4042
SETA,-2.2609,-79.6892
SETE,-0.986667,-77.8197
SETH,-2.37306,-77.5031
SETI,-0.7725,-75.5244
SETM,-3.99556,-79.3692
SETN,0.978611,-79.6311
SETR,-0.119722,-76.3347
SETU,0.809444,-77.7081
SFA,-9.59497,148.639
SFAL,-51.6857,-57.7776
SG0A,-23.224,-55.9464
SGAS,-25.2397,-57.5189
SGAY,-27.3706,-56.8539
SGCO,-23.44,-57.4267
SGEN,-27.3,-55.9167
SGES,-25.4556,-54.8436
SGFI,-22.3597,-60.0536
SGIB,-25.4078,-54.6194
SGME,-22.0447,-60.6217
SGNB,-25.1383,-57.5606
SGPI,-26.8815,-58.318
SGPJ,-22.6417,-55.8317
SGST,-22.6234,-56.6342
SGVM,-22.159,-57.9425
SHG,66.8892,-157.151
SHX,62.6951,-159.569
SIBU,-6.35444,-37.755
SIBW,-7.5625,-38.4975
SK0B,3.88164,-73.3401
SK0C,4.37695,-76.0664
SK0D,3.18397,-76.3214
SK0E,7.94433,-76.697
SKAD,8.49806,-77.2739
SKAG,8.24722,-73.58
SKAO,11.3833,-72.2333
SKAP,4.08,-73.5617
SKAR,4.45346,-75.7659
SKAS,0.504986,-76.5009
SKBC,9.05861,-73.9756
SKBG,7.12681,-73.1849
SKBN,10.8879,-72.9004
SKBO,4.7031,-74.1384
SKBQ,10.8895,-74.7807
SKBS,6.20294,-77.3948
SKBU,3.81959,-76.9896
SKCC,7.9314,-72.5141
SKCD,5.08333,-76.7
SKCG,10.4424,-75.5128
SKCL,3.54315,-76.3817
SKCM,6.37083,-73.9714
SKCN,6.31684,-70.2107
SKCO,1.82,-78.7499
SKCR,0.925,-70.7711
SKCU,7.97167,-75.2017
SKCV,9.401,-75.6912
SKCZ,9.33333,-75.2833
SKEB,7.6,-74.8133
SKEJ,7.02444,-73.8068
SKFL,1.58899,-75.5639
SKFR,5.5275,-74.1869
SKGB,3.45899,-76.4966
SKGI,4.27833,-74.8
SKGO,4.75847,-75.9559
SKGP,2.60014,-77.9069
SKGY,4.8125,-74.0651
SKIB,4.42133,-75.1325
SKIO,9.26878,-74.6523
SKIP,0.861972,-77.6717
SKLA,6.70471,-72.7303
SKLC,7.81182,-76.7163
SKLG,-0.178333,-74.775
SKLM,11.235,-72.4933
SKLP,-1.33167,-69.5783
SKLT,-4.19315,-69.9427
SKMA,4.73167,-74.275
SKMD,6.22028,-75.5906
SKME,4.21483,-74.6336
SKMF,1.35,-71.9444
SKMG,9.28333,-74.8667
SKML,7.97174,-75.4325
SKMN,4.73173,-72.3233
SKMP,9.25872,-74.438
SKMR,8.82833,-75.8283
SKMU,1.25353,-70.2341
SKMZ,5.02999,-75.4651
SKNC,8.45,-76.7833
SKNV,2.94861,-75.2978
SKOC,8.31667,-73.3167
SKOE,4.79191,-71.3568
SKOT,7.01333,-74.7183
SKPA,5.76454,-73.1054
SKPB,12.2216,-71.9843
SKPC,6.17333,-67.5017
SKPD,3.86667,-67.9167
SKPE,4.8127,-75.7394
SKPI,1.89167,-76.0583
SKPP,2.45455,-76.609
SKPQ,5.48361,-74.6574
SKPS,1.39667,-77.2911
SKPV,13.3576,-81.358
SKPZ,5.87628,-71.9003
SKQU,5.21259,-74.8837
SKRG,6.16453,-75.4231
SKRH,11.53,-72.93
SKSA,6.95189,-71.8572
SKSJ,2.58389,-72.6411
SKSM,11.1197,-74.2308
SKSO,5.67732,-72.9703
SKSP,12.5877,-81.7082
SKSV,2.15,-74.7667
SKTB,8.63333,-72.7
SKTD,5.43278,-71.6625
SKTI,4.24438,-74.6497
SKTL,9.5,-75.5833
SKTM,6.45333,-71.7617
SKTQ,0.733333,-75.2167
SKTU,8.06667,-76.7483
SKUA,5.52448,-68.6856
SKUC,7.06891,-70.7369
SKUI,5.6908,-76.6412
SKUL,4.0975,-76.2261
SKVG,0.978767,-76.6056
SKVL,5.93904,-74.457
SKVP,10.4351,-73.2494
SKVV,4.16796,-73.6134
SKYC,8.6,-73.6167
SKYP,5.31911,-72.3841
SLAP,-14.7328,-68.4125
SLAS,-15.7192,-63.0922
SLBJ,-22.7667,-64.3108
SLCA,-20.0003,-63.5275
SLCB,-17.4211,-66.1771
SLCC,-16.1833,-69.0875
SLCH,-16.99,-65.1415
SLCN,-17.5903,-69.4406
SLCO,-11.045,-68.7828
SLCP,-16.1472,-62.0217
SLEN,-20.7537,-63.2085
SLET,-17.8006,-63.1772
SLGY,-10.8228,-65.3439
SLJ,31.1738,-89.1912
SLJE,-17.8167,-60.8
SLJO,-13.0397,-64.6656
SLJV,-16.2667,-62.4667
SLLJ,-16.5338,-68.3005
SLLP,-16.5141,-68.1697
SLMG,-13.2581,-64.0633
SLOR,-17.9594,-67.0744
SLPO,-19.5463,-65.7306
SLPS,-18.9806,-57.8228
SLRA,-13.2833,-64.7
SLRB,-18.3189,-59.7658
SLRI,-11.0172,-66.0997
SLRQ,-14.4859,-67.4523
SLRY,-14.3233,-67.3917
SLSA,-13.7583,-65.4322
SLSB,-14.9419,-66.7417
SLSI,-16.3793,-60.9618
SLSM,-14.9667,-65.6333
SLSU,-19.0097,-65.2939
SLTI,-16.3343,-58.3862
SLTJ,-21.5475,-64.7072
SLTR,-14.8183,-64.9133
SLVG,-18.4703,-64.0989
SLVM,-21.25,-63.45
SLVR,-17.6448,-63.1354
SLYA,-21.9494,-63.6481
SMCI,3.36667,-57.3333
SMJP,5.45244,-55.1954
SMK,63.4829,-162.03
SMKE,3.1,-56.4833
SMNI,5.95528,-57.0411
SMPA,3.35,-55.45
SMSI,2.03333,-56.1167
SMTB,3.78333,-56.15
SMZO,5.81417,-55.1892
SN00,38.8469,-97.5503
SN02,39.4083,-102.021
SN03,39.6294,-100.015
SN04,38.4231,-96.3719
SN05,38.0314,-97.5092
SN07,37.6592,-96.5272
SN08,37.9917,-97.6564
SN09,39.1139,-97.6831
SN10,37.3958,-97.21
SN12,37.3639,-100.471
SN13,37.6583,-97.7745
SN14,38.4167,-95.5169
SN16,37.8564,-97.2698
SN17,37.072,-99.6051
SN18,37.6667,-97.017
SN19,37.625,-97.0962
SN20,37.7195,-97.0489
SN21,38.8228,-95.2878
SN22,39.1122,-94.9561
SN23,39.912,-98.6656
SN24,38.4319,-95.5985
SN25,37.4186,-101.558
SN26,38.1778,-95.003
SN27,39.0625,-94.9447
SN28,38.8686,-97.9378
SN29,38.1875,-99.534
SN32,37.4264,-97.2695
SN33,39.4333,-97.1211
SN34,37.575,-97.492
SN36,37.4264,-97.6378
SN37,38.387,-96.7297
SN39,39.25,-97.6503
SN40,37.5236,-97.1984
SN41,37.5042,-94.8267
SN42,38.5614,-95.2082
SN43,39.5042,-95.4711
SN44,37.3001,-95.9003
SN45,38.8297,-95.2669
SN46,37.8719,-97.0722
SN47,38.7667,-96.1072
SN48,37.7883,-98.8498
SN49,39.6853,-97.9712
SN51,39.5897,-100.428
SN52,37.4814,-97.012
SN53,37.4334,-95.9169
SN55,38.2153,-101.003
SN57,38.6986,-95.3003
SN58,37.87,-96.6467
SN59,38.8528,-94.91
SN61,37.6597,-97.6295
SN62,37.8742,-97.5125
SN63,37.6084,-99.1157
SN64,37.6958,-97.5392
SN65,37.5917,-97.617
SN66,38.8183,-100.455
SN67,38.3833,-98.7504
SN68,37.8792,-97.3103
SN69,37.9314,-94.6427
SN70,37.2514,-97.9545
SN71,37.3028,-97.9642
SN72,38.3,-95.44
SN75,39.8667,-95.3336
SN76,37.9264,-97.9062
SN77,37.4,-101.767
SN78,38.6981,-94.7188
SN81,39.1819,-94.87
SN83,39.2272,-94.9514
SN84,39.2708,-94.9877
SN85,38.7336,-95.1022
SN86,38.7042,-101.421
SN87,37.26,-100.907
SN88,38.5714,-94.7127
SN89,38.5378,-94.7269
SN90,39.2264,-95.1919
SN91,38.1097,-96.1156
SN92,39.3333,-96.7003
SN93,38.6458,-95.9892
SN94,37.4667,-100
SN95,37.9775,-98.4042
SN96,37.4167,-100.084
SN97,37.3264,-101.198
SN98,37.4208,-100.942
SN99,39.4,-96.617
SNAB,-1.71861,-48.8739
SNAG,-18.6681,-48.1903
SNAH,-10.5847,-38.0872
SNAI,-9.08361,-45.9506
SNAL,-9.77639,-36.6283
SNAM,-20.9114,-44.8944
SNAR,-16.1839,-40.6672
SNAS,-18.225,-45.1906
SNAT,-4.56639,-37.7986
SNAU,-10.9033,-37.0831
SNBC,-5.50028,-45.2422
SNBF,-10.4703,-40.1828
SNBG,-19.4989,-41.0419
SNBI,-4.22944,-44.8822
SNBJ,-8.34527,-36.4412
SNBK,-17.1331,-43.8156
SNBL,-15.8714,-38.8725
SNBM,-21.1256,-42.3939
SNBO,-12.7906,-42.7289
SNBR,-12.08,-45.01
SNBS,-7.52528,-46.0533
SNBT,-7.21694,-44.5506
SNBU,-14.2533,-41.8262
SNBW,-2.80028,-49.6672
SNBX,-11.0839,-43.1339
SNCC,2.51472,-50.9522
SNCE,-21.1061,-45.8047
SNCH,-19.9094,-43.9897
SNCN,-17.4184,-39.5818
SNCP,-1.25028,-46.0172
SNCQ,-10.5272,-39.0331
SNCS,-7.04944,-40.3642
SNCT,-19.7253,-42.1121
SNCV,-19.5381,-49.495
SNCW,-2.373,-44.3964
SNCX,-19.4869,-40.5792
SNCZ,-20.4031,-42.9167
SNDC,-8.03056,-49.9806
SNDG,-5.57361,-44.4317
SNDN,-21.4719,-42.7331
SNDT,-18.2333,-43.6511
SNDV,-20.1819,-44.87
SNDW,-15.7172,-41.0172
SNDY,-19.4572,-45.5844
SNED,-15.68,-38.9489
SNEL,-2.66694,-54.9006
SNEO,-20.3953,-45.4836
SNES,-11.7506,-37.9503
SNEW,-19.6626,-50.9513
SNFE,-21.4317,-45.9331
SNFI,-18.3881,-48.8615
SNFK,-16.4383,-43.4694
SNFR,-8.76722,-38.9503
SNFU,-20.0047,-48.9589
SNFX,-6.64028,-51.99
SNFZ,-17.4058,-43.9425
SNGA,-20.6506,-40.4922
SNGB,-9.83361,-45.3672
SNGD,-6.78211,-43.5821
SNGG,-9.05945,-44.3692
SNGH,-18.7072,-42.8389
SNGI,-14.2069,-42.7511
SNGJ,-5.80028,-46.1339
SNGM,-2.10028,-44.6172
SNGN,-8.83444,-36.4714
SNGU,-1.41694,-51.6339
SNGV,-18.8953,-41.9822
SNGX,-21.3267,-46.7303
SNHA,-14.8103,-39.2919
SNHP,-12.4025,-40.4747
SNHR,-18.4818,-54.7163
SNHS,-8.05028,-38.3086
SNIA,-1.12722,-47.5992
SNIB,-12.5006,-40.2672
SNIC,-11.34,-41.8528
SNIE,-14.0672,-42.4672
SNIG,-6.34778,-39.2986
SNIN,-1.80028,-53.4839
SNIO,-11.1172,-38.5169
SNIP,-15.2439,-40.2761
SNIU,-14.1736,-39.6841
SNJA,-5.63861,-35.9567
SNJB,-11.1639,-40.5531
SNJD,-12.2031,-38.9067
SNJI,-17.1868,-44.6495
SNJK,-13.8772,-40.0719
SNJN,-15.4747,-44.3864
SNJO,-7.09194,-34.8425
SNJP,-17.7875,-46.12
SNJQ,-16.4722,-41.025
SNJR,-21.0864,-44.2264
SNJS,-6.54111,-36.7317
SNJW,-20.0411,-47.4222
SNKC,-14.1172,-44.4506
SNKD,-19.0506,-43.4172
SNKE,-9.33528,-50.3503
SNKF,-20.7386,-43.7981
SNKH,-8.11695,-57.1172
SNKI,-20.8367,-41.1875
SNKK,-6.43944,-37.0783
SNKL,-5.96694,-44.2339
SNKN,-6.28083,-36.5403
SNKO,-12.0208,-42.625
SNKP,-17.6839,-42.5339
SNKR,-10.4519,-45.1364
SNLB,-13.6506,-41.8339
SNLN,-19.3544,-40.0689
SNLO,-22.0917,-45.0453
SNLT,-8.13361,-41.9506
SNMA,-1.99667,-54.0714
SNMB,-5.74417,-39.6214
SNMH,-4.47583,-43.8894
SNMI,-9.83472,-39.8833
SNMM,-18.5939,-45.3531
SNMO,-5.08361,-38.3836
SNMS,-21.1758,-46.9589
SNMU,-18.0489,-39.8642
SNMW,-14.3986,-44.3692
SNMX,-18.7208,-39.8331
SNNH,-14.3033,-43.7756
SNNP,-8.06694,-52.1672
SNNT,-19.1984,-47.7287
SNNU,-17.8172,-40.3339
SNOA,-4.14111,-44.1156
SNOB,-3.67833,-40.3367
SNOC,-11.5344,-41.1797
SNOE,-7.01889,-42.1672
SNOF,-22.2975,-46.3933
SNOP,-10.2672,-36.8336
SNOS,-20.7333,-46.6597
SNOX,-1.76694,-55.8672
SNPA,-19.8428,-44.6011
SNPB,-6.66694,-44.0839
SNPC,-7.06528,-41.5194
SNPD,-18.6722,-46.4914
SNPE,-10.2672,-36.5669
SNPG,0.866389,-51.4006
SNPI,-13.0031,-41.774
SNPM,-12.5006,-41.5839
SNPO,-19.2033,-45.0233
SNPQ,-8.37417,-36.6378
SNPS,-15.2601,-46.7624
SNPU,-21.5592,-45.7517
SNPW,-8.83361,-50.0006
SNPY,-20.9503,-46.9842
SNPZ,-16.0672,-41.1672
SNQD,-6.78361,-38.2336
SNQG,-6.84611,-43.0781
SNQM,-10.9883,-39.6206
SNQV,-18.7661,-44.4581
SNRA,-17.3392,-44.9328
SNRD,-17.3506,-39.2172
